mode,leaf_code,operator,value_cm,value2_cm,unit,source_fragment,leaf_text
rail,B3.1-8.2,range,25.0,30.0,cm,ไม่น้อยกว่า 250 มิลลิเมตร แต่ไม่เกิน 300 มิลลิเมตร,ราวจับในแนวนอนมีความสูงจากพื้นไม่น้อยกว่า 650 มิลลิเมตร แต่ไม่เกิน 700 มิลลิเมตร และให้ยื่นล้ำออกมาจากด้านหน้าโถส้วมอีกไ
rail,B3.1-8.3,gte,60.0,,cm,อย่างน้อย 600 มิลลิเมตร,ราวจับในแนวดิ่งต่อจากปลายของราวจับในแนวนอนด้านหน้าโถส้วมมีความยาววัดจากปลายของราวจับในแนวนอนขึ้นไปอย่างน้อย 600 มิลลิเมต
rail,B3.1-8.4,range,15.0,20.0,cm,ไม่น้อยกว่า 150 มิลลิเมตร แต่ไม่เกิน 200 มิลลิเมตร,ด้านข้างโถส้วมด้านที่ไม่ชิดผนังให้มีราวจับติดผนังแบบพับเก็บได้ในแนวราบหรือแนวดิ่ง มีระยะห่างจากขอบของโถส้วมไม่น้อยกว่า 1
rail,B3.1-8.4,gte,55.0,,cm,ไม่น้อยกว่า 550 มิลลิเมตร,ด้านข้างโถส้วมด้านที่ไม่ชิดผนังให้มีราวจับติดผนังแบบพับเก็บได้ในแนวราบหรือแนวดิ่ง มีระยะห่างจากขอบของโถส้วมไม่น้อยกว่า 1
rail,B3.1-8.5,range,80.0,90.0,cm,ไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 900 มิลลิเมตร,มีราวจับเพื่อนำไปสู่สุขภัณฑ์อื่น ๆ ภายในห้องน้ำ เช่น ติดตามผนังห้องในแนวนอน ประตูบานเลื่อน มีความสูงจากพื้นไม่น้อยกว่า 8
rail,B3.1-9.2,range,75.0,80.0,cm,ไม่น้อยกว่า 750 มิลลิเมตร แต่ไม่เกิน 800 มิลลิเมตร,สูงจากพื้นถึงขอบบนของอ่างไม่น้อยกว่า 750 มิลลิเมตร แต่ไม่เกิน 800 มิลลิเมตร และมีราวจับในแนวนอนแบบพับเก็บได้ในแนวดิ่งทั้
rail,B3.1-11.2,range,50.0,60.0,cm,ไม่น้อยกว่า 500 มิลลิเมตร แต่ไม่เกิน 600 มิลลิเมตร,มีราวจับในแนวนอนอยู่ด้านบนของที่ถ่ายปัสสาวะ ยาวไม่น้อยกว่า 500 มิลลิเมตร แต่ไม่เกิน 600 มิลลิเมตร
rail,B3.1-11.3,range,120.0,130.0,cm,"ไม่น้อยกว่า 1,200 มิลลิเมตร แต่ไม่เกิน 1,300 มิลลิเมตร","มีความสูงจากพื้นไม่น้อยกว่า 1,200 มิลลิเมตร แต่ไม่เกิน 1,300 มิลลิเมตร"
rail,B3.1-11.4,range,80.0,100.0,cm,"ไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 1,000 มิลลิเมตร","มีราวจับด้านข้างของที่ถ่ายปัสสาวะทั้งสองข้าง มีความสูงจากพื้นไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 1,000 มิลลิเมตร ซึ่งยื"
rail,B3.1-11.4,range,55.0,60.0,cm,ไม่น้อยกว่า 550 มิลลิเมตร แต่ไม่เกิน 600 มิลลิเมตร,"มีราวจับด้านข้างของที่ถ่ายปัสสาวะทั้งสองข้าง มีความสูงจากพื้นไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 1,000 มิลลิเมตร ซึ่งยื"
rail,B3.2-6,range,25.0,95.0,cm,250 มิลลิเมตร ถึง 950 มิลลิเมตร,สัญญาณขอความช่วยเหลือให้ติดตั้งในระดับความสูงจากพื้น 250 มิลลิเมตร ถึง 950 มิลลิเมตร
rail,B3.3-2,gte,120.0,,cm,"1,200 x 1,300 มิลลิเมตร (กว้าง)","ต้องมีพื้นที่ขนาดไม่น้อยกว่า 1,200 x 1,300 มิลลิเมตร**"
rail,B3.3-2,gte,130.0,,cm,"1,200 x 1,300 มิลลิเมตร (ยาว)","ต้องมีพื้นที่ขนาดไม่น้อยกว่า 1,200 x 1,300 มิลลิเมตร**"
rail,B3.3-3,range,70.0,90.0,cm,ไม่น้อยกว่า 700 มิลลิเมตร แต่ไม่เกิน 900 มิลลิเมตร,มีการติดตั้งอุปกรณ์สำหรับเปลี่ยนผ้าอ้อมซึ่งมีลักษณะตั้งพื้นหรือติดผนัง โดยมีความสูงจากพื้นถึงขอบบนไม่น้อยกว่า 700 มิลลิเ
rail,B3.3-6,gte,15.0,,cm,ไม่น้อยกว่า 150 มิลลิเมตร,ป้ายสัญลักษณ์มีความสูงไม่น้อยกว่า 150 มิลลิเมตร
rail,B3.4-1,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
rail,B3.4-1,gte,20.0,,cm,200 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
rail,B3.4-3,range,30.0,35.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 350 มิลลิเมตร,ขอบของพื้นผิวต่างสัมผัสอยู่ห่างจากจุดเริ่มต้นของทางขึ้นหรือทางลงของพื้นต่างระดับ ทางลาด บันได หรือประตูไม่น้อยกว่า 300 ม
rail,B4.1-3,gte,110.0,,cm,"ไม่น้อยกว่า 1,100 มิลลิเมตร","ขนาดของห้องลิฟต์ต้องมีความกว้างไม่น้อยกว่า 1,100 มิลลิเมตร และยาวไม่น้อยกว่า 1,400 มิลลิเมตร"
rail,B4.1-3,gte,140.0,,cm,"ไม่น้อยกว่า 1,400 มิลลิเมตร","ขนาดของห้องลิฟต์ต้องมีความกว้างไม่น้อยกว่า 1,100 มิลลิเมตร และยาวไม่น้อยกว่า 1,400 มิลลิเมตร"
rail,B4.1-4,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,ช่องประตูลิฟต์ต้องมีความกว้างสุทธิไม่น้อยกว่า 900 มิลลิเมตร
rail,B4.1-5.1,range,3.0,4.0,cm,ไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร,ราวจับมีลักษณะกลม ผิวเรียบ ขนาดเส้นผ่านศูนย์กลางไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร
rail,B4.1-5.2,range,80.0,90.0,cm,ไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 900 มิลลิเมตร,ราวจับต้องสูงจากพื้นไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 900 มิลลิเมตร
rail,B4.1-5.3,gte,12.0,,cm,ไม่น้อยกว่า 120 มิลลิเมตร,ราวจับอยู่ติดผนังต้องมีระยะห่างจากผนังมากกว่า 50 มิลลิเมตร มีความสูงจากจุดยึดไม่น้อยกว่า 120 มิลลิเมตร และผนังบริเวณราวจ
rail,B4.1-5.3,gte,5.0,,cm,50 มิลลิเมตร,ราวจับอยู่ติดผนังต้องมีระยะห่างจากผนังมากกว่า 50 มิลลิเมตร มีความสูงจากจุดยึดไม่น้อยกว่า 120 มิลลิเมตร และผนังบริเวณราวจ
rail,B4.1-6,range,30.0,60.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 600 มิลลิเมตร,พื้นผิวต่างสัมผัสชนิดปูเตือน (Warning Tactile/Block) บนพื้นบริเวณหน้าประตูลิฟต์ต้องมีความกว้าง 300 มิลลิเมตร และยาว 900 
rail,B4.1-6,gte,30.0,,cm,300 มิลลิเมตร,พื้นผิวต่างสัมผัสชนิดปูเตือน (Warning Tactile/Block) บนพื้นบริเวณหน้าประตูลิฟต์ต้องมีความกว้าง 300 มิลลิเมตร และยาว 900 
rail,B4.1-6,gte,90.0,,cm,900 มิลลิเมตร,พื้นผิวต่างสัมผัสชนิดปูเตือน (Warning Tactile/Block) บนพื้นบริเวณหน้าประตูลิฟต์ต้องมีความกว้าง 300 มิลลิเมตร และยาว 900 
rail,B4.1-8.1,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,"ปุ่มล่างสุดอยู่สูงจากพื้นไม่น้อยกว่า 900 มิลลิเมตร ปุ่มบนสุดอยู่สูงจากพื้นไม่เกินกว่า 1,200 มิลลิเมตร และห่างจากมุมภายใน"
rail,B4.1-8.1,gte,40.0,,cm,ไม่น้อยกว่า 400 มิลลิเมตร,"ปุ่มล่างสุดอยู่สูงจากพื้นไม่น้อยกว่า 900 มิลลิเมตร ปุ่มบนสุดอยู่สูงจากพื้นไม่เกินกว่า 1,200 มิลลิเมตร และห่างจากมุมภายใน"
rail,B4.1-8.1,gte,120.0,,cm,"1,200 มิลลิเมตร","ปุ่มล่างสุดอยู่สูงจากพื้นไม่น้อยกว่า 900 มิลลิเมตร ปุ่มบนสุดอยู่สูงจากพื้นไม่เกินกว่า 1,200 มิลลิเมตร และห่างจากมุมภายใน"
rail,B4.1-8.1,gte,150.0,,cm,"1,500 มิลลิเมตร","ปุ่มล่างสุดอยู่สูงจากพื้นไม่น้อยกว่า 900 มิลลิเมตร ปุ่มบนสุดอยู่สูงจากพื้นไม่เกินกว่า 1,200 มิลลิเมตร และห่างจากมุมภายใน"
rail,B4.1-8.2,gte,2.0,,cm,ไม่น้อยกว่า 20 มิลลิเมตร,มีขนาดเส้นผ่านศูนย์กลางไม่น้อยกว่า 20 มิลลิเมตร มีอักษรเบรลล์กำกับไว้ทุกปุ่มเมื่อกดปุ่มจะต้องมีเสียงดัง มีแสง และไม่มีสิ
rail,B4.1-13.3,range,90.0,120.0,cm,"ไม่น้อยกว่า 900 มิลลิเมตร แต่ไม่เกิน 1,200 มิลลิเมตร","ต้องอยู่สูงจากพื้นไม่น้อยกว่า 900 มิลลิเมตร แต่ไม่เกิน 1,200 มิลลิเมตร"
rail,B4.2-1,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
rail,B4.2-1,gte,20.0,,cm,200 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
rail,B4.2-2.1,range,30.0,60.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 600 มิลลิเมตร,"พื้นทางเข้าและทางออกของประตูลิฟต์
- มีพื้นผิวต่างสัมผัสบนพื้นบริเวณหน้าประตูลิฟต์ กว้าง 300 มิลลิเมตร และยาว 900 มิลลิเม"
rail,B4.2-2.1,gte,30.0,,cm,300 มิลลิเมตร,"พื้นทางเข้าและทางออกของประตูลิฟต์
- มีพื้นผิวต่างสัมผัสบนพื้นบริเวณหน้าประตูลิฟต์ กว้าง 300 มิลลิเมตร และยาว 900 มิลลิเม"
rail,B4.2-2.1,gte,90.0,,cm,900 มิลลิเมตร,"พื้นทางเข้าและทางออกของประตูลิฟต์
- มีพื้นผิวต่างสัมผัสบนพื้นบริเวณหน้าประตูลิฟต์ กว้าง 300 มิลลิเมตร และยาว 900 มิลลิเม"
rail,B4.2-3,range,30.0,35.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 350 มิลลิเมตร,ขอบของพื้นผิวต่างสัมผัสอยู่ห่างจากจุดเริ่มต้นของทางขึ้นหรือทางลงของพื้นต่างระดับ ทางลาด บันได หรือประตูไม่น้อยกว่า 300 ม
rail,B5.1-1.1,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","พื้นผิวของบันไดเป็นวัสดุที่ไม่ลื่น และมีความกว้างสุทธิไม่น้อยกว่า 1,500 มิลลิเมตร"
rail,B5.1-1.2,lte,200.0,,cm,"ไม่เกิน 2,000 มิลลิเมตร","มีชานพักทุกระยะในแนวดิ่งไม่เกิน 2,000 มิลลิเมตร"
rail,B5.1-1.3,gte,28.0,,cm,ไม่น้อยกว่า 280 มิลลิเมตร,บันไดมีลูกตั้งสูงไม่เกิน 150 มิลลิเมตร โดยลูกตั้งต้องไม่มีช่องเปิดโล่ง และมีลูกนอนกว้างไม่น้อยกว่า 280 มิลลิเมตร
rail,B5.1-1.3,lte,15.0,,cm,ไม่เกิน 150 มิลลิเมตร,บันไดมีลูกตั้งสูงไม่เกิน 150 มิลลิเมตร โดยลูกตั้งต้องไม่มีช่องเปิดโล่ง และมีลูกนอนกว้างไม่น้อยกว่า 280 มิลลิเมตร
rail,B5.1-1.4,lte,200.0,,cm,"ไม่เกิน 2,000 มิลลิเมตร","บริเวณที่ว่างใต้บันไดและทางลาดที่มีความสูงจากพื้นไม่เกิน 2,000 มิลลิเมตร ต้องมีราวปิดกั้นเพื่อป้องกันการเข้าไปบริเวณดังก"
rail,B5.1-2.1,range,3.0,4.0,cm,30 ถึง 40 มิลลิเมตร,ราวจับทำด้วยวัสดุผิวเรียบ ลักษณะกลม เส้นผ่านศูนย์กลาง 30 ถึง 40 มิลลิเมตร
rail,B5.1-2.2,range,80.0,90.0,cm,800 ถึง 900 มิลลิเมตร,ติดตั้งสูงจากพื้น 800 ถึง 900 มิลลิเมตร
rail,B5.1-2.3,gte,5.0,,cm,อย่างน้อย 50 มิลลิเมตร,กรณีที่เป็นกำแพงพื้นผิวเรียบ ให้ติดตั้งห่างจากผนังอย่างน้อย 50 มิลลิเมตร โดยสูงจากจุดยึดอย่างน้อย 120 มิลลิเมตร
rail,B5.1-2.3,gte,12.0,,cm,อย่างน้อย 120 มิลลิเมตร,กรณีที่เป็นกำแพงพื้นผิวเรียบ ให้ติดตั้งห่างจากผนังอย่างน้อย 50 มิลลิเมตร โดยสูงจากจุดยึดอย่างน้อย 120 มิลลิเมตร
rail,B5.1-3.3,range,3.0,4.0,cm,ไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร,ลักษณะกลม เส้นผ่านศูนย์กลางไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร
rail,B5.1-3.4,range,80.0,90.0,cm,ไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 900 มิลลิเมตร,สูงจากพื้นไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 900 มิลลิเมตร
rail,B5.1-3.5,range,70.0,75.0,cm,700-750 มิลลิเมตร,ติดตั้งราวจับราวที่สองในระดับความสูงระหว่าง 700-750 มิลลิเมตร จากพื้น เพื่อประโยชน์ต่อผู้ใช้รถเข็นคนพิการ (Wheelchair)
rail,B5.1-3.6,range,60.0,65.0,cm,600-650 มิลลิเมตร,ราวจับคู่ (Double rail) สำหรับราวจับของเด็ก ติดตั้งสูงจากพื้น 600-650 มิลลิเมตร
rail,B5.1-3.7,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ราวจับด้านที่อยู่ติดผนังให้มีระยะห่างจากผนังไม่น้อยกว่า 50 มิลลิเมตร มีความสูงจากจุดยึดไม่น้อยกว่า 120 มิลลิเมตร และผนัง
rail,B5.1-3.7,gte,12.0,,cm,ไม่น้อยกว่า 120 มิลลิเมตร,ราวจับด้านที่อยู่ติดผนังให้มีระยะห่างจากผนังไม่น้อยกว่า 50 มิลลิเมตร มีความสูงจากจุดยึดไม่น้อยกว่า 120 มิลลิเมตร และผนัง
rail,B5.1-3.9,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ปลายของราวจับให้ยื่นเลยจากจุดเริ่มต้นและจุดสิ้นสุดของบันไดไม่น้อยกว่า 300 มิลลิเมตร
rail,B5.2-1,gte,120.0,,cm,"ไม่น้อยกว่า 1,200 มิลลิเมตร","มีความกว้างสุทธิไม่น้อยกว่า 1,200 มิลลิเมตร สำหรับรถเข็นคนพิการ (Wheelchair) ในการใช้งานและมีโครงสร้างที่รองรับการขึ้นแล"
rail,B5.2-2,gte,120.0,,cm,"ไม่น้อยกว่า 1,200 มิลลิเมตร","ขั้นบันไดเลื่อนแต่ละขั้นมีความกว้างสุทธิไม่น้อยกว่า 1,200 มิลลิเมตร สำหรับรถเข็นคนพิการ (Wheelchair) ในการใช้งาน หรือมีร"
rail,B5.2-4,range,80.0,85.0,cm,800 ถึง 850 มิลลิเมตร,ติดตั้งราวจับในระดับที่สูงจากพื้น 800 ถึง 850 มิลลิเมตร โดยราวจับต้องเคลื่อนที่ในทิศทางขึ้นหรือลงพร้อมกับบันไดเลื่อน
rail,B5.2-5,range,30.0,35.0,cm,300 ถึง 350 มิลลิเมตร,บริเวณทางขึ้นและลงของบันไดเลื่อนต้องไม่มีสิ่งกีดขวาง และให้มีพื้นผิวต่างสัมผัส อยู่ห่างจากบันไดเลื่อนในระยะ 300 ถึง 350 
rail,B5.2-7,lte,300.0,,cm,"ไม่เกิน 3,000 มิลลิเมตร","ความเร็วของขั้นบันไดเลื่อนไม่เกิน 3,000 มิลลิเมตรต่อนาที"
rail,B5.2-10,gte,200.0,,cm,"2,000 มิลลิเมตร","ในกรณีที่ใต้บันไดเลื่อนมีพื้นที่ว่างซึ่งมีความสูงน้อยกว่า 2,000 มิลลิเมตร ให้ติดตั้งสิ่งกีดขวางเพื่อป้องกันการเดินเข้าไป"
rail,B5.3-1,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
rail,B5.3-1,gte,20.0,,cm,200 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
rail,B5.3-3,range,30.0,35.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 350 มิลลิเมตร,ขอบของพื้นผิวต่างสัมผัสอยู่ห่างจากจุดเริ่มต้นของทางขึ้นหรือทางลงของพื้นต่างระดับ ทางลาด บันได หรือประตูไม่น้อยกว่า 300 ม
rail,B6.1-5,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","บันไดหนีไฟ มีพื้นที่หลบภัยขนาดกว้างไม่น้อยกว่า 1,500 มิลลิเมตร และยาวไม่น้อยกว่า 1,500 มิลลิเมตร อยู่บริเวณชานพักของบันไ"
rail,B6.1-5,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","บันไดหนีไฟ มีพื้นที่หลบภัยขนาดกว้างไม่น้อยกว่า 1,500 มิลลิเมตร และยาวไม่น้อยกว่า 1,500 มิลลิเมตร อยู่บริเวณชานพักของบันไ"
rail,B6.1-7,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","ภายในบันไดหนีไฟต้องกว้างสุทธิไม่น้อยกว่า 1,500 มิลลิเมตร โดยวัดระหว่างราวจับภายในบันได"
rail,B6.2-1,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
rail,B6.2-1,gte,20.0,,cm,200 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
rail,B6.2-3,range,30.0,35.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 350 มิลลิเมตร,ขอบของพื้นผิวต่างสัมผัสอยู่ห่างจากจุดเริ่มต้นของทางขึ้นหรือทางลงของพื้นต่างระดับ ทางลาด บันได หรือประตูไม่น้อยกว่า 300 ม
rail,B7.2-2,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,พื้นที่พักคอยเดี่ยวต้องมีด้านกว้างไม่น้อยกว่า 900 มิลลิเมตร และพื้นที่พักคอยแบบคู่ต้องมีด้านกว้างที่ละไม่น้อยกว่า 850 มิ
rail,B7.2-2,gte,85.0,,cm,ไม่น้อยกว่า 850 มิลลิเมตร,พื้นที่พักคอยเดี่ยวต้องมีด้านกว้างไม่น้อยกว่า 900 มิลลิเมตร และพื้นที่พักคอยแบบคู่ต้องมีด้านกว้างที่ละไม่น้อยกว่า 850 มิ
rail,B7.2-6,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,"เป็นพื้นที่ราบขนาดความกว้างไม่น้อยกว่า 900 มิลลิเมตรและความยาวไม่น้อยกว่า 1,400 มิลลิเมตร ต่อ 1 ที่อยู่ในตำแหน่งที่เข้าอ"
rail,B7.2-6,gte,140.0,,cm,"ไม่น้อยกว่า 1,400 มิลลิเมตร","เป็นพื้นที่ราบขนาดความกว้างไม่น้อยกว่า 900 มิลลิเมตรและความยาวไม่น้อยกว่า 1,400 มิลลิเมตร ต่อ 1 ที่อยู่ในตำแหน่งที่เข้าอ"
rail,B7.3-1,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
rail,B7.3-1,gte,20.0,,cm,200 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
rail,B7.3-3,range,30.0,35.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 350 มิลลิเมตร,ขอบของพื้นผิวต่างสัมผัสอยู่ห่างจากจุดเริ่มต้นของทางขึ้นหรือทางลงของพื้นต่างระดับ ทางลาด บันได หรือประตูไม่น้อยกว่า 300 ม
rail,B7.3-4,gte,60.0,,cm,ไม่น้อยกว่า 600 มิลลิเมตร,ในกรณีของสถานีขนส่งมวลชนให้ขอบนอกของพื้นผิวต่างสัมผัสอยู่ห่างจากขอบของชานชาลาไม่น้อยกว่า 600 มิลลิเมตร แต่ไม่เกินกว่า 65
rail,B7.3-4,gte,65.0,,cm,650 มิลลิเมตร,ในกรณีของสถานีขนส่งมวลชนให้ขอบนอกของพื้นผิวต่างสัมผัสอยู่ห่างจากขอบของชานชาลาไม่น้อยกว่า 600 มิลลิเมตร แต่ไม่เกินกว่า 65
rail,B7.6-3,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ป้ายสัญลักษณ์คนพิการ ขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และยาวไม่น้อยกว่า 300 มิลลิเมตร
rail,B7.6-3,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ป้ายสัญลักษณ์คนพิการ ขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และยาวไม่น้อยกว่า 300 มิลลิเมตร
rail,B7.10-1.2,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,ความกว้างสุทธิไม่น้อยกว่า 900 มิลลิเมตร
rail,B7.10-1.3,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","พื้นที่หน้าทางลาดเป็นที่ว่างยาวไม่น้อยกว่า 1,500 มิลลิเมตร"
rail,B7.10-1.4,gte,12.0,,ratio_1_x,ความลาดชันไม่เกิน 1:12,ความลาดชันไม่เกิน 1:12
rail,B7.10-1.5,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ทางลาดด้านที่ไม่มีผนังกั้นให้ยกขอบสูงจากพื้นผิวของทางลาดไม่น้อยกว่า 50 มิลลิเมตร และมีราวกันตก/ราวจับทำด้วยวัสดุที่มั่นค
rail,B7.10-2.2,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,ความกว้างสุทธิไม่น้อยกว่า 900 มิลลิเมตร
rail,B7.10-2.3,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","พื้นที่หน้าทางลาดเป็นที่ว่างยาวไม่น้อยกว่า 1,500 มิลลิเมตร"
rail,B7.10-2.4,gte,12.0,,ratio_1_x,ความลาดชันไม่เกิน 1:12,ความลาดชันไม่เกิน 1:12
rail,B7.10-2.5,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ทางลาดด้านที่ไม่มีผนังกั้นให้ยกขอบสูงจากพื้นผิวของทางลาดไม่น้อยกว่า 50 มิลลิเมตร และมีราวกันตก/ราวจับทำด้วยวัสดุที่มั่นค
rail,B7.10-3.2,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","ความกว้างสุทธิไม่น้อยกว่า 1,500 มิลลิเมตร"
rail,B7.10-3.3,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","พื้นที่หน้าทางลาดเป็นที่ว่างยาวไม่น้อยกว่า 1,500 มิลลิเมตร"
rail,B7.10-3.4,gte,12.0,,ratio_1_x,ความลาดชันไม่เกิน 1:12,ความลาดชันไม่เกิน 1:12
rail,B7.10-3.5,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ทางลาดด้านที่ไม่มีผนังกั้นให้ยกขอบสูงจากพื้นผิวของทางลาดไม่น้อยกว่า 50 มิลลิเมตร และมีราวกันตก/ราวจับทำด้วยวัสดุที่มั่นค
rail,B7.10-3.6,gte,150.0,,cm,"ไม่น้อยกว่า 1,500 มิลลิเมตร","จัดให้มีชานพักยาวไม่น้อยกว่า 1,500 มิลลิเมตรคั่นระหว่างแต่ละช่วงของทางลาด"
rail,B7.10-4.2,range,3.0,4.0,cm,ไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร,ลักษณะกลม เส้นผ่านศูนย์กลางไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร
rail,B7.10-4.3,range,80.0,90.0,cm,ไม่น้อยกว่า 800 มิลลิเมตรแต่ไม่เกิน 900 มิลลิเมตร,สูงจากพื้นไม่น้อยกว่า 800 มิลลิเมตรแต่ไม่เกิน 900 มิลลิเมตร
rail,B7.10-4.4,range,70.0,75.0,cm,700-750 มิลลิเมตร,ติดตั้งราวจับราวที่สองในระดับความสูงระหว่าง 700-750 มิลลิเมตร จากพื้น เพื่อประโยชน์ต่อผู้ใช้รถเข็นคนพิการ (Wheelchair)
rail,B7.10-4.5,range,60.0,65.0,cm,600-650 มิลลิเมตร,กรณีราวจับคู่ (Double rail) สำหรับราวจับของเด็กติดตั้งสูงจากพื้น 600-650 มิลลิเมตร
rail,B7.10-4.6,gte,5.0,,cm,ไม่น้อยกว่า 50 มิลลิเมตร,ราวจับด้านที่อยู่ติดผนังให้มีระยะห่างจากผนังไม่น้อยกว่า 50 มิลลิเมตร มีความสูงจากจุดยึดไม่น้อยกว่า 120 มิลลิเมตร และผนัง
rail,B7.10-4.6,gte,12.0,,cm,ไม่น้อยกว่า 120 มิลลิเมตร,ราวจับด้านที่อยู่ติดผนังให้มีระยะห่างจากผนังไม่น้อยกว่า 50 มิลลิเมตร มีความสูงจากจุดยึดไม่น้อยกว่า 120 มิลลิเมตร และผนัง
